Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	br_lengths[136]	br_lengths[137]	br_lengths[138]	br_lengths[139]	br_lengths[140]	br_lengths[141]	br_lengths[142]	br_lengths[143]	br_lengths[144]	br_lengths[145]	br_lengths[146]	br_lengths[147]	br_lengths[148]	br_lengths[149]	br_lengths[150]	br_lengths[151]	br_lengths[152]	br_lengths[153]	br_lengths[154]	br_lengths[155]	br_lengths[156]	br_lengths[157]	br_lengths[158]	br_lengths[159]	br_lengths[160]	br_lengths[161]	br_lengths[162]	br_lengths[163]	br_lengths[164]	br_lengths[165]	br_lengths[166]	br_lengths[167]	br_lengths[168]	br_lengths[169]	br_lengths[170]	br_lengths[171]	br_lengths[172]	br_lengths[173]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	rel_br_lengths[136]	rel_br_lengths[137]	rel_br_lengths[138]	rel_br_lengths[139]	rel_br_lengths[140]	rel_br_lengths[141]	rel_br_lengths[142]	rel_br_lengths[143]	rel_br_lengths[144]	rel_br_lengths[145]	rel_br_lengths[146]	rel_br_lengths[147]	rel_br_lengths[148]	rel_br_lengths[149]	rel_br_lengths[150]	rel_br_lengths[151]	rel_br_lengths[152]	rel_br_lengths[153]	rel_br_lengths[154]	rel_br_lengths[155]	rel_br_lengths[156]	rel_br_lengths[157]	rel_br_lengths[158]	rel_br_lengths[159]	rel_br_lengths[160]	rel_br_lengths[161]	rel_br_lengths[162]	rel_br_lengths[163]	rel_br_lengths[164]	rel_br_lengths[165]	rel_br_lengths[166]	rel_br_lengths[167]	rel_br_lengths[168]	rel_br_lengths[169]	rel_br_lengths[170]	rel_br_lengths[171]	rel_br_lengths[172]	rel_br_lengths[173]	tree_length
0	-1634.533	-1985.736	351.2024	0.000547025	0.00265542	0.0023789	0.00189164	0.00124968	0.00890494	0.00584011	0.00430473	0.000627254	0.00671713	0.00112966	0.00343506	0.00361222	0.00315635	0.000491588	0.000380541	0.00492832	0.000665287	0.00353644	0.0053869	0.00102425	0.000141568	0.00311582	0.00569897	0.000609288	0.00650647	0.00127	0.00074054	0.00486147	0.00288751	0.00528419	0.00337346	0.00559418	0.00306263	0.0096472	0.00330629	0.000226363	0.00239701	0.0148452	0.00249415	0.000671085	0.00708278	0.00554679	0.00736659	0.000524356	0.0116956	4.52115e-05	0.00672523	6.11749e-05	0.00149734	0.00453902	0.0131965	0.00345376	0.000957315	0.000473929	0.000903656	0.0010799	0.0058555	0.00155289	0.000735524	0.0016954	0.00181132	0.0106708	0.00969607	0.00148424	0.00446494	0.0141747	0.00563125	0.0275329	0.00127306	0.00521186	0.000438731	0.000278267	0.000226397	0.00512851	0.00159093	0.00353257	0.00215227	0.00469855	0.000724522	0.00219144	0.000952042	0.00149097	0.00344519	0.0028146	0.00311931	0.00168642	0.00359825	0.00394417	0.001123	0.00318766	0.000883958	0.000400107	0.000911837	0.00680356	0.0010858	0.000617279	0.00238077	0.0101835	0.00344884	7.09212e-05	0.000578056	0.00321455	0.00484975	0.00278147	0.000552499	1.98172e-05	0.0170486	0.000320828	0.00228541	0.00370964	0.00427023	0.00402322	0.00357024	0.00640908	0.00414554	0.0102755	0.00170271	0.000226646	0.0119137	0.00586301	0.00977609	0.00345889	0.00839877	0.00698833	0.000100016	0.00204748	0.00126793	0.00404221	0.0104326	0.000793175	0.0031058	0.00442359	0.00307569	0.00182328	0.00843504	0.0028412	0.00725241	0.0071803	0.00224186	0.00381929	0.00089576	0.00753921	0.00284823	0.00134466	0.0195699	0.00691866	0.00431261	0.00112319	0.00901311	0.0133607	0.000962458	0.00285386	0.00389613	0.00835386	0.00983344	0.00395382	0.00291949	0.0014406	0.0206222	0.00196619	0.000670007	0.00133301	0.00234587	0.00208851	0.00261052	0.000194801	0.00448657	0.00607582	0.0117079	0.00258171	0.00199155	0.00414328	0.982843	2.26958	0.0993836	0.32433	0.70378	1.4209	3.08327	10.062	1.669399	32.04573	0.000767357	0.00372498	0.00333707	0.00265356	0.00175303	0.0124917	0.0081924	0.0060386	0.000879901	0.00942267	0.00158467	0.00481864	0.00506715	0.00442767	0.000689591	0.000533817	0.00691337	0.000933253	0.00496085	0.00755665	0.00143679	0.000198589	0.00437082	0.00799441	0.000854699	0.00912716	0.00178153	0.00103882	0.00681959	0.00405055	0.00741257	0.00473222	0.00784742	0.0042962	0.0135329	0.004638	0.000317538	0.00336249	0.0208245	0.00349875	0.000941386	0.0099356	0.00778094	0.0103337	0.000735558	0.0164064	6.34219e-05	0.00943403	8.58151e-05	0.00210044	0.00636726	0.0185118	0.00484487	0.0013429	0.00066482	0.00126763	0.00151487	0.00821399	0.00217837	0.00103178	0.00237828	0.00254089	0.0149688	0.0136015	0.00208206	0.00626333	0.019884	0.00789941	0.0386227	0.00178582	0.00731111	0.000615445	0.000390349	0.000317586	0.00719419	0.00223172	0.00495543	0.00301916	0.00659105	0.00101635	0.00307412	0.00133551	0.0020915	0.00483285	0.00394827	0.00437571	0.00236568	0.00504756	0.00553282	0.00157532	0.00447159	0.00124	0.000561263	0.00127911	0.00954392	0.00152314	0.000865908	0.0033397	0.0142852	0.00483797	9.9487e-05	0.000810886	0.00450932	0.00680314	0.00390179	0.000775036	2.77992e-05	0.0239155	0.000450052	0.00320594	0.00520382	0.0059902	0.00564371	0.00500827	0.00899055	0.00581529	0.0144143	0.00238853	0.000317935	0.0167123	0.00822453	0.0137137	0.00485207	0.0117816	0.0098031	0.0001403	0.00287217	0.00177862	0.00567034	0.0146347	0.00111265	0.00435676	0.00620534	0.00431453	0.00255766	0.0118325	0.00398559	0.0101735	0.0100724	0.00314484	0.00535763	0.00125656	0.0105759	0.00399544	0.00188627	0.0274522	0.00970537	0.00604965	0.00157559	0.0126434	0.0187422	0.00135012	0.00400335	0.00546543	0.0117187	0.0137942	0.00554635	0.00409541	0.00202085	0.0289285	0.00275814	0.000939874	0.00186993	0.00329074	0.00292972	0.00366198	0.000273263	0.00629369	0.00852306	0.0164237	0.00362158	0.00279371	0.00581211	0.7128689
36	-1639.008	-1991.115	352.1068	0.000359741	0.00144847	0.0146667	0.0025273	0.00679377	0.00644071	0.00735281	0.00203442	0.00529235	0.00483254	0.00171575	0.0169969	0.00332617	0.0061072	0.0025833	0.00556846	0.0146666	0.000439853	0.00160072	0.0178033	0.000763519	0.00134063	0.0016333	0.00666148	0.00135982	0.0169217	0.000119381	0.00100021	0.00771476	0.00802793	0.00757862	0.0034638	0.00346103	0.0050021	0.00432165	0.000808323	0.000664847	0.000489193	0.0159493	0.00237791	0.000732669	0.00953052	0.0137106	0.00892176	0.00234232	0.013171	0.00113993	0.0238773	0.000728541	0.00411418	0.00494257	0.0097742	0.0025466	0.000581324	0.000125778	0.00635426	0.0012915	0.00420381	0.00159939	0.00201213	0.00101245	0.0042025	0.008962	0.00302282	0.00344437	0.00561983	0.0070583	0.00781568	0.012135	0.00220901	0.00475083	0.0026056	0.00260875	0.00103881	0.0106516	0.00257707	0.00697971	0.00220287	7.83886e-05	0.000576963	0.00710757	0.00275413	0.00373775	0.00908365	0.00595418	0.00906304	0.00396932	0.000342134	0.0117086	0.0263743	0.00153131	0.0114062	0.00507546	0.00257153	0.00545351	0.00471836	0.00551242	0.0101049	0.00356596	0.00227822	0.0017502	0.0131113	0.00826604	0.0033858	0.00411023	0.000788556	0.00330365	0.00921737	0.00293191	0.00451445	0.011027	0.00420925	0.00320485	0.0136301	0.00577238	0.000456365	0.00800445	0.0104688	0.00644805	0.00419439	0.00464466	0.00754656	0.00435693	0.00674808	0.00302703	0.0296889	0.00254012	0.00655252	0.00363034	0.0130744	0.00237337	0.0110719	0.00304997	0.00992668	0.0161027	0.00225508	0.010421	0.00721479	0.0109656	0.0201923	0.00909792	0.00300271	0.00179628	0.00138598	0.00415324	0.00623995	0.00839649	0.00511525	0.0087232	0.00552023	0.0135231	0.000639029	0.0047453	0.0303196	0.00669605	0.0304299	0.00669478	0.00179963	0.00681491	0.00695539	0.000183392	0.00136309	0.00347256	0.00383323	0.0137585	0.00646876	0.00716114	0.00873719	0.000855882	0.0104235	0.00615253	0.00239984	0.00050214	0.958164	4.09583	0.115311	0.348716	0.719879	1.38912	2.86767	8.67223	1.56192	17.31129	0.000337051	0.00135711	0.0137416	0.00236789	0.00636526	0.00603447	0.00688904	0.0019061	0.00495854	0.00452773	0.00160753	0.0159248	0.00311637	0.00572199	0.00242036	0.00521723	0.0137415	0.00041211	0.00149976	0.0166804	0.00071536	0.00125607	0.00153028	0.00624131	0.00127405	0.0158544	0.000111851	0.000937118	0.00722816	0.00752157	0.0071006	0.00324532	0.00324273	0.00468659	0.00404906	0.000757339	0.000622912	0.000458337	0.0149433	0.00222792	0.000686457	0.00892939	0.0128458	0.00835902	0.00219458	0.0123403	0.00106803	0.0223713	0.000682589	0.00385468	0.00463082	0.0091577	0.00238598	0.000544657	0.000117845	0.00595347	0.00121004	0.00393866	0.00149851	0.00188522	0.00094859	0.00393743	0.00839673	0.00283216	0.00322712	0.00526536	0.0066131	0.00732271	0.0113696	0.00206968	0.00445118	0.00244125	0.00244421	0.000973284	0.0099798	0.00241452	0.00653947	0.00206393	7.34443e-05	0.000540571	0.00665927	0.00258041	0.003502	0.0085107	0.00557862	0.00849139	0.00371896	0.000320554	0.0109701	0.0247108	0.00143473	0.0106867	0.00475533	0.00240933	0.00510953	0.00442076	0.00516473	0.00946758	0.00334104	0.00213453	0.00163981	0.0122843	0.00774466	0.00317225	0.00385098	0.000738818	0.00309528	0.00863599	0.00274698	0.00422971	0.0103315	0.00394375	0.0030027	0.0127704	0.00540829	0.00042758	0.00749958	0.00980848	0.00604134	0.00392983	0.0043517	0.00707056	0.00408212	0.00632245	0.0028361	0.0278163	0.0023799	0.00613922	0.00340136	0.0122497	0.00222367	0.0103736	0.00285759	0.00930056	0.0150871	0.00211284	0.00976366	0.00675972	0.010274	0.0189187	0.00852407	0.00281331	0.00168298	0.00129856	0.00389127	0.00584637	0.00786688	0.00479261	0.00817298	0.00517205	0.0126701	0.000598723	0.00444599	0.0284072	0.0062737	0.0285105	0.00627251	0.00168612	0.00638507	0.00651668	0.000171824	0.00127712	0.00325353	0.00359145	0.0128907	0.00606075	0.00670946	0.0081861	0.000801897	0.00976603	0.00576446	0.00224848	0.000470467	1.067321
72	-1647.078	-1999.741	352.6624	0.00132818	0.000946267	0.00637244	0.00152371	0.00203891	0.00281021	0.00480036	0.012371	0.00326645	0.0126743	0.000517789	0.00248077	0.00151897	0.00638699	0.00129347	0.00497843	0.00581172	0.00141672	0.00645137	0.0055767	0.00148998	0.000449175	0.00117579	0.0057573	0.000133022	0.00486521	0.00478212	0.0037739	0.00322985	0.00809502	0.00485709	0.00159895	0.000680796	0.00757075	0.00714473	0.000192453	0.000553626	0.00129835	0.0184692	0.00455148	0.00704348	0.00380926	0.00684945	0.00354983	0.00230374	0.0108406	0.000936228	0.0250188	0.00042951	0.0041194	0.00522101	0.00374877	0.00206275	0.00745337	0.00150655	0.00268103	0.000695116	0.00429495	0.00709746	0.00272762	0.00311256	0.00645168	0.00972991	0.0107995	0.000743555	0.0046697	0.0206082	0.00372299	0.0236452	0.0028696	0.00706983	0.00207409	0.00140502	0.000128111	0.00280265	0.000310909	0.00196507	0.00358943	0.00106044	0.0020078	0.00301566	0.00236815	0.00033755	0.00238037	0.00508287	0.0080719	0.000561669	0.00897639	0.0035692	0.009205	0.00199678	0.0062311	0.00143968	0.00121698	0.0168536	0.00189502	0.000229398	0.00580413	0.0264258	0.00561995	0.0047994	0.0100935	0.00523834	0.00381877	0.00533713	0.00142157	0.0003188	0.0263949	0.00449062	0.00701863	0.00895377	0.00717195	0.00738443	0.00975767	0.00564833	0.0069388	0.00172792	0.00407778	6.52373e-05	0.00556088	0.00847675	0.00559676	0.00690751	0.00662566	0.00575976	4.45938e-05	0.000492854	0.00237906	0.0100663	0.00774575	0.000484993	0.00364237	0.00355236	0.00188806	0.00540806	0.00430708	0.000378186	0.0123954	0.0137763	0.00216132	0.00588873	0.00501405	0.0111908	0.00844169	0.000442666	0.0266835	0.00927603	0.0069948	0.00329811	0.000118538	0.0307252	0.00443198	0.00809609	0.00226752	0.00868498	0.0262231	0.0144732	0.00196962	0.00605168	0.0218913	0.000393467	0.00390214	0.00559684	0.012638	0.000585608	0.00679933	0.00097886	0.0033176	0.00597859	0.021596	0.00203507	0.00101589	0.00342181	0.945597	5.02582	0.133425	0.374435	0.73604	1.35862	2.67069	7.49485	1.456417	13.92295	0.00134649	0.000959313	0.00646029	0.00154472	0.00206702	0.00284895	0.00486655	0.0125416	0.00331149	0.0128491	0.000524927	0.00251497	0.00153991	0.00647505	0.0013113	0.00504707	0.00589185	0.00143625	0.00654032	0.00565358	0.00151052	0.000455368	0.001192	0.00583667	0.000134856	0.00493228	0.00484805	0.00382593	0.00327438	0.00820662	0.00492405	0.00162099	0.000690182	0.00767512	0.00724324	0.000195106	0.000561259	0.00131625	0.0187238	0.00461424	0.00714059	0.00386178	0.00694388	0.00359877	0.0023355	0.0109901	0.000949135	0.0253638	0.000435432	0.0041762	0.00529299	0.00380046	0.00209119	0.00755613	0.00152732	0.00271799	0.000704699	0.00435416	0.00719531	0.00276522	0.00315547	0.00654063	0.00986405	0.0109484	0.000753806	0.00473408	0.0208923	0.00377432	0.0239712	0.00290916	0.0071673	0.00210269	0.00142439	0.000129877	0.00284129	0.000315195	0.00199216	0.00363892	0.00107506	0.00203548	0.00305724	0.0024008	0.000342203	0.00241318	0.00515295	0.00818319	0.000569412	0.00910015	0.00361841	0.00933191	0.00202431	0.00631701	0.00145953	0.00123376	0.0170859	0.00192115	0.000232561	0.00588415	0.0267902	0.00569744	0.00486557	0.0102326	0.00531056	0.00387141	0.00541071	0.00144117	0.000323196	0.0267588	0.00455253	0.00711539	0.00907721	0.00727083	0.00748623	0.0098922	0.0057262	0.00703447	0.00175174	0.004134	6.61367e-05	0.00563754	0.00859362	0.00567393	0.00700275	0.006717	0.00583917	4.52086e-05	0.000499649	0.00241186	0.0102051	0.00785254	0.000491679	0.00369259	0.00360133	0.00191409	0.00548262	0.00436646	0.0003834	0.0125663	0.0139663	0.00219112	0.00596992	0.00508318	0.011345	0.00855807	0.000448769	0.0270514	0.00940391	0.00709123	0.00334358	0.000120173	0.0311488	0.00449308	0.00820771	0.00229878	0.00880472	0.0265846	0.0146728	0.00199677	0.00613511	0.0221931	0.000398892	0.00395594	0.005674	0.0128123	0.000593682	0.00689308	0.000992356	0.00336334	0.00606102	0.0218938	0.00206313	0.00102989	0.00346898	0.9864006
108	-1649.781	-2002.1	352.3185	0.0051341	0.00120276	0.0229927	0.00302631	0.00483007	0.0131925	0.0187153	0.00779153	0.00184374	0.000516068	0.00321874	0.00745026	0.00367362	0.00718152	0.00122763	0.00293514	0.00554307	0.00168983	0.00419179	0.0290512	0.00666418	0.000822929	0.00081943	0.000859749	0.00119213	0.00563707	6.29476e-05	0.00655274	0.0149751	0.0121389	0.00444062	0.0037942	0.0103423	0.00630023	0.00717796	0.00242787	0.000168083	0.00234014	0.00436103	0.00157117	0.00610505	0.019249	0.0193357	0.0156178	0.00731536	0.0189348	0.00626619	0.0257541	0.00029956	0.00457141	0.0114796	0.00776187	0.00527786	0.00378926	0.00710166	0.0031983	0.00299223	0.00252239	0.00349461	0.00440317	0.00585084	0.0166158	0.0138909	0.00701338	0.00123226	0.00516204	0.0128964	0.00299238	0.0305424	0.0156173	0.0208927	0.0028271	0.00973692	0.000212045	0.00122856	0.00295076	0.00772521	0.00220909	0.00119801	0.00287374	0.0100611	0.0118222	0.012217	0.0104677	0.0130093	0.000193824	0.000408627	1.86818e-05	0.0163861	0.0151903	0.00010532	0.0162366	0.000978533	0.00628669	0.00393941	0.00235691	0.000851031	0.00716532	0.00120659	0.00154243	0.00795021	0.0343148	0.00568122	0.0126845	0.00411713	0.00372256	0.00378885	0.00548289	0.00568251	0.00368681	0.0057915	0.0106668	0.00511371	0.0258414	0.00796514	0.00251339	0.0148364	0.0112619	0.012724	0.00285315	0.00719	0.00698742	0.0145797	0.00126487	0.0114396	0.0301032	0.0075405	0.0184278	0.0141718	0.022668	0.00904246	0.020035	0.000215037	0.00362868	0.0258406	0.00505297	0.0221235	0.00360245	0.0118319	0.0363073	0.00843994	0.00136688	0.000870095	0.00749625	0.00302616	0.00615956	0.006697	0.00775158	0.00919751	0.0172269	0.00221919	0.00215766	0.00761042	0.0583359	0.00123554	0.0139706	0.00342086	0.00483219	0.00935351	0.00693509	0.00214539	0.00394205	0.00407827	0.00893851	0.0113901	0.00693871	0.00475835	0.0233538	0.0142102	0.0173213	0.00470651	0.0139914	0.014291	0.934387	5.85536	0.126389	0.364671	0.729997	1.36987	2.7422	7.91208	1.495589	11.80879	0.00348137	0.000815573	0.015591	0.0020521	0.00327521	0.00894563	0.0126906	0.00528333	0.00125022	0.000349939	0.00218259	0.00505192	0.00249103	0.00486969	0.000832441	0.00199028	0.00375868	0.00114585	0.0028424	0.0196993	0.00451889	0.000558017	0.000555645	0.000582984	0.000808365	0.00382242	4.26839e-05	0.00444333	0.0101544	0.0082312	0.00301112	0.00257279	0.00701296	0.0042721	0.00486728	0.00164631	0.000113975	0.00158682	0.00295715	0.00106539	0.00413976	0.0130525	0.0131113	0.0105902	0.00496045	0.0128395	0.00424902	0.0174635	0.000203128	0.00309981	0.00778415	0.00526322	0.00357885	0.00256944	0.00481554	0.00216873	0.00202899	0.0017104	0.00236965	0.00298573	0.00396738	0.011267	0.00941923	0.00475568	0.000835581	0.00350031	0.00874489	0.00202909	0.0207104	0.0105899	0.0141671	0.00191702	0.00660247	0.000143785	0.00083307	0.00200087	0.00523836	0.00149795	0.000812355	0.00194865	0.00682233	0.00801644	0.0082842	0.00709798	0.00882141	0.000131429	0.000277084	1.26679e-05	0.0111112	0.0103003	7.14164e-05	0.0110098	0.00066353	0.00426292	0.00267126	0.00159819	0.000577073	0.00485871	0.000818174	0.0010459	0.00539093	0.0232684	0.00385236	0.00860116	0.00279177	0.00252422	0.00256917	0.00371788	0.00385323	0.00249997	0.00392714	0.007233	0.00346754	0.0175227	0.00540105	0.0017043	0.0100604	0.00763651	0.00862799	0.00193469	0.00487545	0.00473808	0.00988631	0.000857693	0.00775706	0.0204126	0.00511311	0.0124956	0.0096097	0.0153709	0.00613157	0.0135855	0.000145814	0.00246056	0.0175221	0.00342635	0.0150017	0.00244278	0.00802307	0.0246195	0.00572301	0.000926861	0.000589999	0.0050831	0.002052	0.00417671	0.00454115	0.00525624	0.00623671	0.0116813	0.0015048	0.00146308	0.00516053	0.0395568	0.0008378	0.00947325	0.00231964	0.00327665	0.00634249	0.00470259	0.00145476	0.00267305	0.00276542	0.00606108	0.00772349	0.00470505	0.00322657	0.0158359	0.00963574	0.0117453	0.00319142	0.00948737	0.00969051	1.474738
